0.030000	0.0000083546
0.130000	-0.0000130917
0.230000	-0.0000145248
0.330000	-0.0000144182
0.430000	-0.0000139160
0.530000	-0.0000133704
0.630000	-0.0000127996
0.730000	-0.0000123332
0.830000	-0.0000119091
0.930000	-0.0000114106
1.030000	-0.0000110066
1.130000	-0.0000106534
1.230000	-0.0000103645
1.330000	-0.0000099978
1.430000	-0.0000097161
1.530000	-0.0000094178
1.630000	-0.0000091749
1.730000	-0.0000089267
1.830000	-0.0000087457
1.930000	-0.0000085106
2.030000	-0.0000083377
2.130000	-0.0000081237
2.230000	-0.0000079601
2.330000	-0.0000077506
2.430000	-0.0000076049
2.530000	-0.0000074453
2.630000	-0.0000073080
2.730000	-0.0000071959
2.830000	-0.0000070143
2.930000	-0.0000068982
3.030000	-0.0000068195
3.130000	-0.0000066546
3.230000	-0.0000065490
3.330000	-0.0000064778
3.430000	-0.0000063438
3.530000	-0.0000062611
3.630000	-0.0000061600
3.730000	-0.0000060872
3.830000	-0.0000059679
3.930000	-0.0000058937
4.030000	-0.0000058173
4.130000	-0.0000057440
4.230000	-0.0000056447
4.330000	-0.0000055868
4.430000	-0.0000055123
4.530000	-0.0000054638
4.630000	-0.0000053665
4.730000	-0.0000053181
4.830000	-0.0000052357
4.930000	-0.0000051874
5.030000	-0.0000051393
5.130000	-0.0000050558
5.230000	-0.0000050172
5.330000	-0.0000049421
5.430000	-0.0000048991
5.530000	-0.0000048645
5.630000	-0.0000047944
5.730000	-0.0000047392
5.830000	-0.0000046987
5.930000	-0.0000046516
6.030000	-0.0000046087
6.130000	-0.0000045751
6.230000	-0.0000045140
6.330000	-0.0000044656
6.430000	-0.0000044338
6.530000	-0.0000043863
6.630000	-0.0000043485
6.730000	-0.0000043240
6.830000	-0.0000042684
6.930000	-0.0000042266
7.030000	-0.0000042000
7.130000	-0.0000041616
7.230000	-0.0000041263
7.330000	-0.0000040912
7.430000	-0.0000040703
7.530000	-0.0000040274
7.630000	-0.0000039871
7.730000	-0.0000039546
7.830000	-0.0000039347
7.930000	-0.0000038927
8.030000	-0.0000038678
8.130000	-0.0000038412
8.230000	-0.0000038226
8.330000	-0.0000037806
8.430000	-0.0000037494
8.530000	-0.0000037201
8.630000	-0.0000037051
8.730000	-0.0000036759
8.830000	-0.0000036472
8.930000	-0.0000036195
9.030000	-0.0000036044
9.130000	-0.0000035836
9.230000	-0.0000035432
9.330000	-0.0000035186
9.430000	-0.0000034944
9.530000	-0.0000034825
9.630000	-0.0000034549
9.730000	-0.0000034262
9.830000	-0.0000034108
9.930000	-0.0000033898
10.030000	-0.0000033761
10.130000	-0.0000033539
10.230000	-0.0000033199
10.330000	-0.0000032997
10.430000	-0.0000032799
10.530000	-0.0000032699
10.630000	-0.0000032445
10.730000	-0.0000032193
10.830000	-0.0000032062
10.930000	-0.0000031877
11.030000	-0.0000031769
11.130000	-0.0000031606
11.230000	-0.0000031367
11.330000	-0.0000031161
11.430000	-0.0000030941
11.530000	-0.0000030778
11.630000	-0.0000030691
11.730000	-0.0000030495
11.830000	-0.0000030275
11.930000	-0.0000030162
12.030000	-0.0000030002
12.130000	-0.0000029852
12.230000	-0.0000029745
12.330000	-0.0000029616
12.430000	-0.0000029356
12.530000	-0.0000029218
12.630000	-0.0000029030
12.730000	-0.0000028886
12.830000	-0.0000028810
12.930000	-0.0000028663
13.030000	-0.0000028519
13.130000	-0.0000028309
13.230000	-0.0000028213
13.330000	-0.0000028066
13.430000	-0.0000027973
13.530000	-0.0000027889
13.630000	-0.0000027766
13.730000	-0.0000027544
13.830000	-0.0000027416
13.930000	-0.0000027262
14.030000	-0.0000027122
14.130000	-0.0000027042
14.230000	-0.0000026963
14.330000	-0.0000026813
14.430000	-0.0000026658
14.530000	-0.0000026548
14.630000	-0.0000026444
14.730000	-0.0000026315
14.830000	-0.0000026232
14.930000	-0.0000026153
15.030000	-0.0000026052
15.130000	-0.0000025930
15.230000	-0.0000025734
15.330000	-0.0000025657
15.430000	-0.0000025515
15.530000	-0.0000025408
15.630000	-0.0000025347
15.730000	-0.0000025269
15.830000	-0.0000025144
15.930000	-0.0000025028
16.030000	-0.0000024881
16.130000	-0.0000024838
16.230000	-0.0000024735
16.330000	-0.0000024636
16.430000	-0.0000024571
16.530000	-0.0000024498
16.630000	-0.0000024408
16.730000	-0.0000024286
16.830000	-0.0000024119
16.930000	-0.0000024059
17.030000	-0.0000023936
17.130000	-0.0000023830
17.230000	-0.0000023760
17.330000	-0.0000023721
17.430000	-0.0000023637
17.530000	-0.0000023511
17.630000	-0.0000023407
17.730000	-0.0000023313
17.830000	-0.0000023270
17.930000	-0.0000023188
18.030000	-0.0000023091
18.130000	-0.0000023030
18.230000	-0.0000022970
18.330000	-0.0000022909
18.430000	-0.0000022813
18.530000	-0.0000022676
18.630000	-0.0000022566
18.730000	-0.0000022523
18.830000	-0.0000022422
18.930000	-0.0000022329
19.030000	-0.0000022272
19.130000	-0.0000022245
19.230000	-0.0000022168
19.330000	-0.0000022080
19.430000	-0.0000022013
19.530000	-0.0000021884
19.630000	-0.0000021856
19.730000	-0.0000021773
19.830000	-0.0000021709
19.930000	-0.0000021632
20.030000	-0.0000021578
20.130000	-0.0000021528
20.230000	-0.0000021476
20.330000	-0.0000021409
20.430000	-0.0000021319
20.530000	-0.0000021195
20.630000	-0.0000021141
20.730000	-0.0000021068
20.830000	-0.0000020989
20.930000	-0.0000020919
21.030000	-0.0000020867
21.130000	-0.0000020841
